Title,Authors,Year,Citations,Categories
Fast Resilience Assessment for Power Systems Under Typhoons Based on Spatial Temporal Graphs,"Zhu, Yuhong; Zhou, Yongzhi; Sun, Yong; Li, Wei",2024,0,General
GGNet: A novel graph structure for power forecasting in renewable power plants considering temporal lead-lag correlations,"Zhu, Nanyang; Wang, Ying; Yuan, Kun; Yan, Jiahao; Li, Yaping; Zhang, Kaifeng",2024,0,General
GMD-Linear: Integrating Graph Neural Networks and WaveNet for Enhanced Wind Power Forecasting,"Zhang, Y.; Zhang, Z.; Hu, Y.; Wan, Y.",2024,0,General
Power grid operational risk assessment using graph neural network surrogates,"Zhang, Y.; Karve, P.M.; Mahadevan, S.",2024,0,General
A GNN-based Day Ahead Carbon Intensity Forecasting Model for Cross-Border Power Grids,"Zhang, Xiaoyang; Wang, Dan",2023,0,General
Adaptive Identification of Power System Operational States Based on Spatio-Temporal Dynamic Graph Neural Networks,"Zhang, Qingqing; Ma, Qinfeng; Liu, Mingshun; Zhang, Jie; Zhu, Yihua; Liang, Zhuohang; An, Su; Pu, Qingxin; Dai, Jiang",2024,0,General
Reinforcement Learning-based Routing Optimization Model for Smart Grid Scenarios,"Zhang, Peiming",2024,0,General
Optimal Graph Structure Based Short-Term Solar PV Power Forecasting Method Considering Surrounding Spatio-Temporal Correlations,"Zhang, Meng; Zhen, Zhao; Liu, Nian; Zhao, Hongjun; Sun, Yiqian; Feng, Changyou; Wang, Fei",2023,0,General
A Trustworthy Framework of Artificial Intelligence for Power Grid Dispatching Systems,"Zhang, Ke; Xu, Peidong; Gao, Tianlu; ZHANG, Jun",2021,0,General
Physics-informed line graph neural network for power flow calculation,"Zhang, Hai-Feng; Lu, Xin-Long; Ding, Xiao; Zhang, Xiao-Ming",2024,0,General
KG-BGCN: A Secondary Power Equipment Classification Model Based on Knowledge Graphs,"Zeng, X.; Lu, Y.; Su, Y.; Qiu, W.; Lin, X.; Chen, K.",2024,0,General
Superposition Graph Neural Network for offshore wind power prediction,"Yu, Mei; Zhang, Zhuo; Li, Xuewei; Yu, Jian; Gao, Jie; Liu, Zhiqiang; You, Bo; Zheng, Xiaoshan; Yu, Ruiguo",2020,0,General
Synchrophasor Recovery and Prediction: A Graph-Based Deep Learning Approach,"Yu, James J. Q.; Hill, David J.; Li, Victor O. K.; Hou, Yunhe",2019,0,General
A New Energy Multi-Station Short-Circuit Ratio Online Calculation Method Based on Message Passing GCNConv,"Yi, Y.; Zhu, C.; Lin, J.; Zheng, L.",2024,0,General
Towards adoption of GNNs for power flow applications in distribution systems,"Yaniv, Arbel; Kumar, Parteek; Beck, Yuval",2023,0,General
Power System State Estimation Using Gauss-Newton Unrolled Neural Networks with Trainable Priors,"Yang, Qiuling; Sadeghi, Alireza; Wang, Gang; Giannakis, Georgios B.; Sun, Jian",2020,0,General
Research on Dynamic Security Detection of New Energy Terminals Based on Graph Neural Networks,"Yang, H.; Xiao, Y.; Xu, J.; Ji, Y.; Cao, H.",2024,0,General
A Simulation-Constraint Graph Reinforcement Learning Method for Line Flow Control,"Xu, PeiDong; Pei, YangZhou; Zheng, Xinhu; Zhang, Jun",2020,0,General
Complex-Value Spatiotemporal Graph Convolutional Neural Networks and Its Applications to Electric Power Systems AI,"Wu, Tong; Scaglione, Anna; Arnold, Daniel",2024,0,General
Optimizing load frequency control in isolated island city microgrids: a deep graph reinforcement learning approach with data enhancement across extensive scenarios,"Wu, M.; Ma, D.; Xiong, K.; Yuan, L.",2024,0,General
Fast power flow calculation method for power system based on heterogeneous edge graph convolutional neural network,"Wu, G.; Liu, S.; Xie, T.; Luo, W.; Liu, J.",2024,0,General
Fault Location Method of Distribution Network Based on Improved Graph Neural Network,"Wei, T.; Zhang, H.; Fan, M.; Sun, J.; Wang, X.",2024,0,General
Short-term load forecasting using spatial-temporal embedding graph neural network,"Wei, Chuyuan; Pi, Dechang; Ping, Mingtian; Zhang, Haopeng",2023,0,General
Modeling and Application of Meteorological-Transportation-Power Coupling Complex Network,"Wang, Zhiwei; Jiang, Wei; Guo, Xinyun; Lin, Jiashun; Huang, Kai; Liu, Zhiyuan",2024,0,General
Uncertainty-Aware Transient Stability-Constrained Preventive Redispatch: A Distributional Reinforcement Learning Approach,"Wang, Zhengcheng; Teng, Fei; Zhou, Yanzhen; Guo, Qinglai; Sun, Hongbin",2024,0,General
A short-term residential load forecasting scheme based on the multiple correlation-temporal graph neural networks,"Wang, Yufeng; Rui, Lingxiao; Ma, Jianhua; jin, Qun",2023,0,General
A wind speed forecasting framework for multiple turbines based on adaptive gate mechanism enhanced multi-graph attention networks,"Wang, Y.; Yang, Z.; Ma, J.; Jin, Q.",2024,0,General
Stealth FDIA Localization in Power Systems Using Spatio-Temporal Graph Neural Networks,"Wang, X.; Tang, L.; Xie, H.",2023,0,General
Power system preventive control aided by a graph neural network-based transient security assessment surrogate,"Wang, Kangkang; Wei, Wei; Xiao, Tannan; Huang, Shaowei; Zhou, Bo; Diao, Han",2022,0,General
Dynamic spatio-temporal correlation and hierarchical directed graph structure based ultra-short-term wind farm cluster power forecasting method,"Wang, Fei; Chen, Peng; Zhen, Zhao; Yin, Rui; Cao, Chunmei; Zhang, Yagang; Duić, Neven",2022,0,General
Geometric deep learning for online prediction of cascading failures in power grids,"Varbella, Anna; Gjorgiev, Blazhe; Sansavini, Giovanni",2023,0,General
Physics-Informed GNN for non-linear constrained optimization: PINCO a solver for the AC-optimal power flow,"Varbella, Anna; Briens, Damien; Gjorgiev, Blazhe; D'Inverno, Giuseppe Alessio; Sansavini, Giovanni",2024,0,General
Graph neural networks for fault diagnosis of geographically nearby photovoltaic systems,"Van Gompel, Jonas; Spina, Domenico; Develder, Chris",2023,0,General
Cost-effective fault diagnosis of nearby photovoltaic systems using graph neural networks,"Van Gompel, Jonas; Spina, Domenico; Develder, Chris",2023,0,General
Graph convolutional network-based security-constrained unit commitment leveraging power grid topology in learning,"Tang, Xian; Bai, Xiaoqing; Weng, Zonglong; Wang, Rui",2023,0,General
Resilience of Data-Driven Cyberattack Detection Systems in Smart Power Grids,"Takiddin, Abdulrahman; Atat, Rachad; Mbayed, Hayat; Ismail, Muhammad; Serpedin, Erchin",2024,0,General
Multi-fidelity graph neural networks for efficient power flow analysis under high-dimensional demand and renewable generation uncertainty,"Taghizadeh, Mehdi; Khayambashi, Kamiar; Hasnat, Md Abul; Alemazkoor, Negin",2024,0,General
Deep learning method based on graph neural network for performance prediction of supercritical CO2 power systems,"Sun, Lei; Liu, Tianyuan; Wang, Ding; Huang, Chengming; Xie, Yonghui",2022,0,General
A Method for Fault Location in Distribution Networks Based on Graph Neural Networks and Improved Convolutional Neural Networks,"Sun, G.; Liu, X.; Fu, R.; He, B.; Shang, J.",2024,0,General
AnyCast: Efficient Graph Learning for Large-Scale PV Power Forecasting with Extreme Missing Data,"Song, Keunju; Kim, Minsoo; Kim, Hongseok",2024,0,General
Using Graph Neural Networks in Reinforcement Learning With Application to Monte Carlo Simulations in Power System Reliability Analysis,"Solheim, Øystein Rognes; Annfelt Høverstad, Boye; Korpås, Magnus",2024,0,General
Short-term load forecasting study of distribution network based on FADJ-ASTGCN,"Rui, Liu Jin; Sen, Wei Xiang",2024,0,General
Dynamic Generative Residual Graph Convolutional Neural Networks for Electricity Theft Detection,"Zhuang, W.; Jiang, W.; Xia, M.; Liu, J.",2024,0,General
A Multi-Scale Spatial-Temporal Graph Neural Network-Based Method of Multienergy Load Forecasting in Integrated Energy System,"Zhuang, W.; Fan, J.; Xia, M.; Zhu, K.",2024,0,General
Real-Time Cascading Failure Risk Evaluation With High Penetration of Renewable Energy Based on a Graph Convolutional Network,"Zhu, Y.; Zhou, Y.; Wei, W.; Zhang, L.",2023,0,General
Assessing Bulk Power System Reliability by End-to-End Line Maintenance-Aware Learning,"Zhu, Y.; Singh, C.",2023,0,General
Topology-Aware Reliability Assessment by Graph Neural Networks,"Zhu, Y.; Singh, C.; Burns and McDonnell; Imperix",2022,0,General
Robust Representation Learning for Power System Short-Term Voltage Stability Assessment Under Diverse Data Loss Conditions,"Zhu, L.; Wen, W.; Qu, Y.; Shen, F.; Li, J.; Song, Y.; Liu, T.",2024,0,General
Structure-Aware Recurrent Learning Machine for Short-Term Voltage Trajectory Sensitivity Prediction,"Zhu, L.; Wen, W.; Li, J.; Zhang, C.; Shen, Y.; Hou, Y.; Liu, T.",2024,0,General
Integrated Data-Driven Power System Transient Stability Monitoring and Enhancement,"Zhu, L.; Wen, W.; Li, J.; Hu, Y.",2024,0,General
Spatial-Temporal Electric Vehicle Charging Demand Forecasting: A GTrans Approach,"Zhu, L.; Ge, Y.; Wang, K.; Fan, Y.; Ma, X.; Zhang, L.",2023,0,General
Deep Reinforcement Learning-Based Optimal PMU Placement Considering the Degree of Power System Observability,"Zhou, X.; Wang, Y.; Shi, Y.; Jiang, Q.; Zhou, C.; Zheng, Z.",2024,0,General
Transient Stability Assessment Based on Gated Graph Neural Network With Imbalanced Data in Internet of Energy,"Zhou, X.; Guan, X.; Sun, D.; Jiang, H.; Peng, J.; Jin, Y.; Zhang, Y.",2022,0,General
A Novel Semi-supervised Learning Method for Power Transformer Fault Diagnosis with Limited Labeled Data,"Zhou, G.; Wang, D.; Tian, Y.; Wang, J.; Cao, S.; Academic Exchange Information Centre; Guangdong Polytechnic Institute",2023,0,General
A method of multivariate short-term voltage stability assessment based on heterogeneous graph attention deep network,"Zhong, Z.; Guan, L.; Su, Y.; Yu, J.; Huang, J.; Guo, M.",2022,0,General
Spatiotemporal Correlation Analysis for Predicting Current Transformer Errors in Smart Grids,"Zhong, Y.; Li, T.; Przystupa, K.; Lin, C.; Yang, G.; Yang, S.; Kochan, O.; Sikora, J.",2024,0,General
Graph spatiotemporal process for multivariate time series anomaly detection with missing values,"Zheng, Y.; Koh, H.Y.; Jin, M.; Chi, L.; Wang, H.; Phan, K.T.; Chen, Y.-P.P.; Pan, S.; Xiang, W.",2024,0,General
Correlation-Aware Spatial–Temporal Graph Learning for Multivariate Time-Series Anomaly Detection,"Zheng, Y.; Koh, H.Y.; Jin, M.; Chi, L.; Phan, K.T.; Pan, S.; Chen, Y.P.; Xiang, W.",2023,0,General
A hybrid physical-data approach for solving dynamic optimal power flow considering uncertainties and different topology configurations,"Zheng, L.; Bai, X.; Weng, Z.; Jia, Y.",2023,0,General
Transient Stability Evaluation of Independent Microgrid based on Message Passing Graph Neural Network,"Zhen, J.; Huang, S.; Jia, X.; Du, H.; IEEE; Sichuan Institute of Electronics",2023,0,General
Short-term Wind Power Prediction Method Based on GCN-LSTM,"Zhao, Y.; Pu, H.; Dai, Y.; Cong, S.",2023,0,General
On the Use of Spatial-temporal Feature Graph Convolutional Network for Ultra-Short Term Prediction of Wind Power Generation,"Zhao, W.; Chen, Y.; Ru, C.; Qian, W.; Shi, C.; Yang, Q.; Chengdu University of Technology; Chinese Society for Electrical Engineering; et al.; IEEE Power and Energy Society; Tsinghua University Dept. of Electrical Engineering; University of Electronic Science and Technology of China",2022,0,General
Learning Sequential Distribution System Restoration via Graph-Reinforcement Learning,"Zhao, T.; Wang, J.",2022,0,General
A Regional Short-term Load Forecasting Method Based on Adaptive Graph Construction and Kernel Size Selection,"Zhao, J.; Dai, H.; Zhen, Z.; Wang, F.",2024,0,General
Ultra-short-term Power Forecasting of Wind Farm Cluster Based on Spatio-temporal Graph Neural Network Pattern Prediction,"Zhao, H.; Li, G.; Chen, R.; Zhen, Z.; Wang, F.",2022,0,General
Spatial correlation learning based on graph neural network for medium-term wind power forecasting,"Zhao, B.; He, X.; Ran, S.; Zhang, Y.; Cheng, C.",2024,0,General
Multi-Agent Graph-Attention Deep Reinforcement Learning for Post-Contingency Grid Emergency Voltage Control,"Zhang, Y.; Yue, M.; Wang, J.; Yoo, S.",2024,0,General
Chinese Electric Power Equipment Fault Recognition Based on Graph Convolutional Networks,"Zhang, Y.; Lu, M.; Liu, L.; Li, Z.; Jiao, F.; Xiong, Y.; Tang, Q.; Li, R.; China Computer Federation, Chinese Association for Artificial Intelligence",2021,0,General
Graph Convolution Network for Carbon Emission Factor Forecast of Power Grid,"Zhang, Y.; Guo, B.; Liu, C.; Li, H.; Xu, W.; Energy Storage and Electrotechnics Department in China Electric Power Research Institute; IEEE; IEEE Power and Energy Society (PES); North China Electric Power University; Tianjin University",2023,0,General
Modeling Long- and Short-term Project Relationships for Project Management Systems,"Zhang, Y.; Bai, G.; Gao, Z.; Zhu, P.; Li, S.",2024,0,General
Research on Anomaly Monitoring Algorithm of Smart Grid Based on Graph Neural Network,"Zhang, Y.",2023,0,General
Distributed PV Power Forecasting Considering Spatio-temporal Dependence,"Zhang, X.; Wen, M.; Li, J.; Huang, H.; IEEE; Lanzhou Jiaotong University; School of New Energy and Power Engineering",2023,0,General
GCN-based Entity Relation Extraction Method for Power Marketing Data,"Zhang, X.; Meng, Q.; Tan, Q.; Dong, Y.; Chen, Y.; Tan, Z.",2023,0,General
Ultra-short-term prediction of regional photovoltaic power based on dynamic graph convolutional neural network,"Zhang, X.; Gao, R.; Zhu, C.; Liu, C.; Mei, S.",2024,0,General
A Method and System for Power Grid Engineering Error Diagnosis Based on Improved Graph Convolutional Networks,"Zhang, S.; Gao, H.; Shan, X.; Wu, H.; Sun, S.",2023,0,General
A graph attention networks-based model to distinguish the transient rotor angle instability and short-term voltage instability in power systems,"Zhang, R.; Yao, W.; Shi, Z.; Zeng, L.; Tang, Y.; Wen, J.",2022,0,General
PSGformer: A novel multivariate net load forecasting model for the smart grid,"Zhang, Q.; Zhou, S.; Xu, B.; Shen, Z.; Chang, W.",2024,0,General
TransformGraph: A novel short-term electricity net load forecasting model,"Zhang, Q.; Chen, J.; Xiao, G.; He, S.; Deng, K.",2023,0,General
Graph Neural Network based Short-term Solar Irradiance Forcasting Model Considering Surrounding Meteorological Factors,"Zhang, M.; Sun, Y.; Feng, C.; Zhen, Z.; Wang, F.; Li, G.; Liu, D.; Wang, H.",2022,0,General
State Estimation Method for Few-Measurements Power Distribution Network Based on Improved Deep Graph Convolutional Network,"Zhang, L.; Zhou, L.; Hou, Y.; Guo, T.; Wang, X.",2023,0,General
MNGAN: Multi-Branch Parameter Identification Based on Dynamic Weighting,"Zhang, L.; Lei, Z.; Peng, Z.; Xia, M.; Zou, G.; Liu, J.",2023,0,General
Combined Wind Speed Prediction Model Considering the Spatio-Temporal Features of Wind Farm,"Zhang, J.; Yang, C.; Niu, F.; Sun, Y.; Wang, R.",2022,0,General
Interpretable Wind Power Short-Term Power Prediction Model Using Deep Graph Attention Network,"Zhang, J.; Li, H.; Cheng, P.; Yan, J.",2024,0,General
Fault Diagnosis of Energy Networks Based on Improved Spatial–Temporal Graph Neural Network With Massive Missing Data,"Zhang, J.; Cheng, Y.; He, X.",2023,0,General
Fault Diagnosis of Energy Networks: A Graph Embedding Learning Approach,"Zhang, J.; Cheng, Y.; He, X.",2022,0,General
Low Frequency Oscillation Mode Estimation Using Synchrophasor Data,"Zhang, J.; An, H.; Wu, N.",2020,0,General
Intelligent Detection Model for Power Grids Based on Graph Neural Networks,"Zhang, G.; Zhang, Y.; Du, Z.; Zhang, X.; Wang, L.; He, Z.; IEEE",2022,0,General
Graph Convolution Network Considering Edge Node Feature Aggregation,"Zhang, D.; Guo, H.; Wang, B.; Chu, Z.; Jia, Y.; Ye, M.; Beijing Sihuida Electric Power Technology Co., Ltd.; Electric Power Engineering Technology; Tebian Electric Apparatus Stock Co. Ltd.",2021,0,General
An end-to-end power knowledge extraction method based on convolutional neural networks and multi-headed attention mechanisms,"Zhang, B.; Zhou, Y.; Qin, L.; Li, S.; Academic Exchange Information Centre (AEIC); Universiti Malaysia Perlis",2023,0,General
Physics-Informed Multi-Agent deep reinforcement learning enabled distributed voltage control for active distribution network using PV inverters,"Zhang, B.; Cao, D.; Hu, W.; Ghias, A.M.Y.M.; Chen, Z.",2024,0,General
Intelligent Predetermination of Generator Tripping Scheme: Knowledge Fusion-based Deep Reinforcement Learning Framework,"Zeng, L.; Yao, W.; Hu, Z.; Shuai, H.; Li, Z.; Wen, J.; Cheng, S.",2024,0,General
Learning Latent Interactions for Event Classification via Graph Neural Networks and PMU Data,"Yuan, Y.; Wang, Z.; Wang, Y.",2023,0,General
Toward dynamic stability assessment of power grid topologies using graph neural networks,"Nauck, Christian; Lindner, Michael; Schürholt, Konstantin; Hellmann, Frank",2023,0,General
Power System Sparse Matrix Statistics,"Safdarian, F.; Mao, Z.; Jang, W.; Overbye, T. J.",2022,0,General
