Publication Year,Author,Title,Url,Date,Extra,Manual Tags
2024,"Chen, X.; Zhou, X.; Pan, J.; Qiu, X.",Sequencial Event Graph Mining in Power Grid Accident Tracing Based on RED-GNN Algorithm,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197244881&doi=10.1145%2F3661725.3661784&partnerID=40&md5=1a81c46a1a6f060b30a84a09ca4ff6b8,2024,Journal Abbreviation: ACM Int. Conf. Proc. Ser.,#done; Power grids; Convolutional networks; Deep learning; Graphic methods; Learning systems; deep learning; Learning algorithms; Reliability analysis; Knowledge graphs; knowledge graph; Knowledge graph; Event-driven; accident traceability; Accident traceability; Accidents; event graph sequence; Event graph sequence; Event graphs; Graph sequences; Network algorithms; #faults-reliability
2025,"Ma, Q.; Zhang, Q.; Zhang, J.; Zhu, Y.; Liang, Z.; Zhu, L.; Wang, G.; Dai, J.; Chen, J.; Yao, G.; Liu, M.; An, S.; Pu, Q.",Intelligent emergency control for power systems via spatio-temporal graph learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014159243&doi=10.1117%2F12.3067019&partnerID=40&md5=3d2037eb95659cac7c5a4e5211aed29a,2025,Journal Abbreviation: Proc SPIE Int Soc Opt Eng,#done; Convolutional neural networks; Power grids; Graph neural networks; Power; Convolutional neural network; Deep learning; Deep reinforcement learning; Reinforcement learnings; Graph theory; Learning systems; Electric power transmission networks; Graph structures; Electric power system control; Electric power system stability; transient stability assessment; Transient stability assessment; Spatio-temporal graphs; Power control; Power systems stability; Control system stability; Emergency control; Electric generators; Generator-tripping; Transient analysis; Power quality; Transient stability; power system stability; emergency generator tripping; Emergency generator tripping; #faults-reliability
2025,"Yang, L.; Wang, Q.",Graph Neural Network-Based Safety Evaluation and Anomaly Detection for Power Equipment Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017736775&doi=10.31449%2Finf.v49i30.8084&partnerID=40&md5=bf0b71f8eea1454bbc57bf983da3935c,2025,Publisher: Slovene Society Informatika,#done; graph neural networks; Graph neural networks; Power; Anomaly detection; Learning systems; Machine-learning; Outages; Risk analysis; Risk assessment; Failure analysis; Predictive maintenance; Power equipment; Failure (mechanical); Risk analyze; Risk management; Safety engineering; dynamic risk analysis; Dynamic risk analyze; Dynamic risks; Equipment safety; Machine learning for power system; machine learning for power systems; power equipment safety evaluation; Power equipment safety evaluation; predictive maintenance; Safety evaluations; #faults-reliability
2025,"Raj, P.V.T.; Baweja, A.S.; Lakshmi, C.; Anu, P.M.",Multivariate Spatio-Temporal Forecasting using Attention-based Graph Models,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013838782&doi=10.1109%2FICIMA64861.2025.11073874&partnerID=40&md5=2f93df64735c38427a089605ba262edf,2025,"Journal Abbreviation: Proc. Int. Conf. Inventive Mater. Sci. Appl., ICIMA",#done; graph neural networks; Graph neural networks; Forecasting; Graphic methods; Learning systems; GraphSAGE; Errors; Computational efficiency; Carbon dioxide; Climate change; Bayesian networks; Spatio-temporal models; Inference engines; Graph transformer; spatio-temporal modeling; Energy forecasting; Chebnet; ChebNet; CO 2 emission; CO2 emission forecasting; dynamic Bayesian networks; Dynamic Bayesian networks; energy forecasting; ENTSO-E; Graph Transformer; #forecasting
2025,"Liu, F.; Peng, Y.; Liu, Q.; Wang, J.; Zhou, Y.",Holistic Capture Graph Convolution Network With Ambient Signals for Line Short-Circuit Fault Diagnosis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006629403&doi=10.1109%2FTIM.2025.3573347&partnerID=40&md5=f74a5d8304b5e470f0d4c10db5543e3d,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Convolutional networks; Graph convolutional network; Power distribution networks; Power; Graph algorithms; Network theory (graphs); Spatial temporals; fault diagnosis; graph convolutional network (GCN); Faults diagnosis; Modal analysis; Ambient signals; Diagnostic accuracy; Image analysis; modal decomposition; Modal decomposition; Short circuit currents; Short-circuit fault; Spatial-temporal attention; spatial–temporal attention; #faults-reliability
2025,"Samad, K.; Patil, A.; Matsa, A.",Bus-Centric Temporal Graph Neural Network Framework for Fault Localization and- Risk Profiling Using PMU Time Series Data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013466211&doi=10.1109%2FICSMARTGRID66138.2025.11071794&partnerID=40&md5=862f171d771c96b65d528e51e7836bda,2025,"Journal Abbreviation: IEEE Int. Conf. Smart Grid, icSmartGrid",#done; Time series analysis; Graph neural networks; Phasor measurement units; Phasors; Temporal graphs; Smart power grids; Electric power system stability; Risk assessment; Power systems stability; Phase measurement; Classification (of information); Network frameworks; Power System Stability; Buses; Multivariant analysis; Multivariate time series analysis; Multivariate Time Series Analysis; Phasor measurement unit; Phasor Measurement Units (PMU); Synchrophasor analytic; Synchrophasor Analytics; Temporal graph neural network; Temporal Graph Neural Network (TGNN); Voltage frequency; #faults-reliability
2025,"Zhu, L.; Mi, L.; Zhu, C.; Xu, W.; Gao, J.; Qu, J.",Connecting the Patches: Exploring Multi-Scale Relations in Patches via Graph Neural Networks for Short-Term Electricity Load Forecasting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017404204&doi=10.1109%2FACCESS.2025.3613842&partnerID=40&md5=635953000c3e09b9c63056b03c7248a4,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Graph neural networks; Convolution; Electric power plant loads; Graph theory; Graphic methods; Graph structures; Electric load forecasting; Dynamics; Graph construction; Features fusions; Multi-scale features; Mixture of experts; adaptive graph convolution; Adaptive graph convolution; dynamic patch-level graph construction; Dynamic patch-level graph construction; Level graphs; Mixture-of-expert strategy; mixture-of-experts strategy; multi-scale feature fusion; Multi-scale feature fusion; Short-term electricity load forecasting; #forecasting
2025,"Bernier, F.; Cao, J.; Cordy, M.; Ghamizi, S.",PowerGraph-LLM: Novel Power Grid Graph Embedding and Optimization With Large Language Models,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013238217&doi=10.1109%2FTPWRS.2025.3596774&partnerID=40&md5=44e8df1952860b8846d043add1d37a82,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Power grids; Graph neural networks; Power; Electric power transmission networks; Optimization; Graph embeddings; Tuning; Graph embedding; Language model; Large language model; Optimal power flow problem; Fine tuning; Graph optimization; Grid graphs; LLM; Low-rank adaptation; low-rank adaptation (LORA); #optimization-control
2025,"Ye, Y.; Wu, Y.; Hu, J.; Hu, H.; Qian, S.; Zhang, X.; Wang, Q.; Štrbac, G.",Physics-Guided Safe Policy Learning with Enhanced Perception for Real-Time Dynamic Security Constrained Optimal Power Flow,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017005361&doi=10.35833%2FMPCE.2024.001219&partnerID=40&md5=99351ec3eab707711b6730d24ba99dfc,2025,Publisher: State Grid Electric Power Research Institute Nanjing Branch,#done; Graph neural networks; optimal power flow; graph neural network; Uncertainty; Energy storage; Learning systems; Renewable energies; Renewable energy; Optimal power flows; Energy policy; Computational efficiency; Energy; Cost effectiveness; Dynamic security; uncertainty; Data storage equipment; Safety engineering; Cost-efficiency; energy storage; Constraint satisfaction problems; Physic-guided safe policy learning; physics-guided safe policy learning; Policy learning; Real time control; Security-constrained optimal power flow; #optimization-control
2025,"Yang, M.; Niu, J.; Wang, B.; Huang, D.; Su, X.; Ma, C.",FDCA-DSTGCN: A Wind Farm Cluster Power Day-Ahead Prediction Model Based on Frequency Domain Information Gain and Dynamic Trend Sensing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004292336&doi=10.1109%2FTSTE.2025.3566592&partnerID=40&md5=b88a82741d9d9294f99593b95a35f2b5,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Convolutional networks; Power; Network theory (graphs); Spatio-temporal graphs; Trees (mathematics); Mean square error; Bayesian networks; Day-ahead; Prediction modelling; Wind farm clusters; Wind farm cluster; Frequency domains; Wind power integration; Bode diagrams; Data flow graphs; day-ahead prediction; Day-ahead prediction; dynamic spatiotemporal graph convolutional network; Dynamic spatiotemporal graph convolutional network; Electrification; frequency domain; Petri nets; Signal flow graphs; wind direction; Wind directions; #forecasting
2025,"Wang, Q.; Yu, T.; Chu, H.; Xiong, X.; Huang, K.; Qiu, R.; Hu, B.; Yan, H.; Wang, F.; Bai, Y.; Wang, S.; Qi, J.; Liu, S.; Shi, D.",A Self Supervised State Calculation of Distribution Network Based on Mask Graph,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017003411&doi=10.1109%2FICIPCA65645.2025.11138775&partnerID=40&md5=bd3f10b9cb821d79ed917e3d4ffbc2a3,2025,"Journal Abbreviation: IEEE Int. Conf. Image Process. Comput. Appl., ICIPCA",#done; Graph neural networks; Network topology; Network-based; Power distribution networks; Power; Safe operation; Graph-based; Electric power distribution; Graphic methods; Learning systems; Graph structures; Heterogeneous graph; State estimation; state estimation; Real time systems; Supervised learning; Self-supervised learning; Power system simulation; graph-based processing; Graph-based processing; istribution network analysis; Istribution network analyze; mask restoration; Mask restoration; Masks; self-supervised learning methodologies; Self-supervised learning methodology; #grid-analysis
2025,"Sweeten, J.; Elshazly, A.; Takiddin, A.; Ismail, M.; Refaat, S.S.; Atat, R.",Cyber-Physical Fusion for GNN-Based Attack Detection in Smart Power Grids,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012357509&doi=10.1109%2FOAJPE.2025.3594625&partnerID=40&md5=ca33af375ea0d551487efdab03151ccc,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; graph neural networks; Graph neural networks; Power; Smart grid; Deep learning; Network security; Power system; Computer crime; Learning systems; machine learning; Machine-learning; Smart power grids; smart grids; Electric power transmission networks; Graph structures; Observability; Big data; Cyber Physical System; Cyber physicals; Intrusion detection; Network layers; power systems; Cyberattack detection; Multi-modal; cyberattack detection; Physical layer; Detection rates; Cyber-physical; Partial observability; #cybersecurity
2025,"Zhao, H.; Ni, R.",Power System Transient Stability Assessment Based on Spatio-Temporal Broad Learning System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003037304&doi=10.1109%2FTASE.2024.3522369&partnerID=40&md5=6216282ce656835c41aa3ec3dfa0d1f7,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Convolutional networks; Graph convolutional network; Deep learning; Spatio-temporal; transient stability assessment; Transient stability assessment; Deep learning (DL); graph convolutional network (GCN); Assessment models; Temporal convolutional network; Transient stability; Electromagnetic transients; Broad learning system; broad learning system (BLS); temporal convolutional network (TCN); Training time; #faults-reliability
2025,"Yang, J.; Mahato, N.K.; Yang, J.; Gong, G.; Liu, L.; Ren, R.; Wang, L.; Liu, X.",VisGCL: Visibility Graph Convolutional Learning on Time Series Data for Arc Fault Detection in Low-Voltage Distribution Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002475535&doi=10.1049%2Fsmt2.70007&partnerID=40&md5=94d0c3484cd1f584b13e55e18386a136,2025,Publisher: John Wiley and Sons Inc,#done; Power distribution faults; Power distribution networks; Time-series data; GCN; Low voltage distribution network; Voltage distribution measurement; visibility graph; DC distribution systems; Visibility graphs; arc fault detection; Arc fault detection; Arc faults; Current signal; low-voltage distribution network; Power system safeties; VisGCL; Visibility graph convolutional learning; #faults-reliability
2025,"Jin, X.; Zhang, C.; Lu, W.; Wang, B.; Zhang, F.",Graph Neural Network-Based Framework for Intelligent Monitoring and Anomaly Detection in Power Equipment Using Multi-Source Data,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012128556&doi=10.1109%2FPEED63748.2025.00042&partnerID=40&md5=cf3f5a36e07f996ae447fce07737b7ca,2025,"Journal Abbreviation: Proc. - Int. Conf. Power Electron. Electr. Drives, PEED",#done; graph neural networks; Graph neural networks; Power; Smart grid; anomaly detection; Anomaly detection; Power system; Graphic methods; Learning systems; Smart power grids; Machine learning; Real time systems; Source data; Multi-Sources; power systems; Predictive maintenance; Power equipment; computer science; Intelligent monitoring; Network-based framework; #faults-reliability
2025,"Zhang, C.; Yu, Y.; Zhang, T.; Song, K.; Wang, Y.; Gao, S.",Short-Term Load Forecasting Based on Graph Convolution and Dendritic Deep Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002467720&doi=10.1109%2FTNSE.2025.3558193&partnerID=40&md5=6a598f9d3d4fa16f1a4f319befc5faf2,2025,Publisher: IEEE Computer Society,#done; Convolutional neural networks; Convolutional networks; Power; Load forecasting; Prediction models; Gated recurrent unit; Short term load forecasting; Graph convolution network; Learning models; graph convolution network; load forecasting; GRU; Dendritic learning; Dendritics; Operations and control; #forecasting
2024,"Lei, M.; Pan, R.; Han, L.; Shan, P.; Zhao, Y.; Li, Y.",Fault Detection of Power Grid Using Graph Convolutional Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203130687&doi=10.1145%2F3674225.3674273&partnerID=40&md5=d234ef15b130e00f262d445b0eb5de93,2024,Journal Abbreviation: ACM Int. Conf. Proc. Ser.,#done; Power grids; Convolutional networks; Graph convolutional network; Power distribution faults; Deep learning; Graph convolutional networks; Fault detection; Power grid; Monitoring system; Faults detection; Advanced monitoring; Electrical infrastructure; Operational safety; Operational stability; #faults-reliability
2025,"Ma, A.; Cao, J.; Rodríguez, P.",Real-Time HIL Validation of Heterogeneous Graph Neural Network for IBR-Dominated Distribution Grids,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011698790&doi=10.1109%2FPEDG62294.2025.11060149&partnerID=40&md5=525ae1a946ae1d0e96c376edca33004b,2025,3 citations (Semantic Scholar/DOI) [2025-11-26] Journal Abbreviation: PEDG - IEEE Int. Symp. Power Electron. Distrib. Gener. Syst.,#done; Graph neural networks; Distribution grid; Learning systems; Smart power grids; Heterogeneous graph; Electric power system control; Real time systems; Heterogeneous networks; Adaptive control systems; Real-time simulation; Inverter-based; Heterogeneous graph neural network; Intelligent agents; Fine tuning; Fine-tuning; Hardware in the loops; Hardware-in-the-Loop(HIL); Heterogeneous Graph Neural Network(HGNN); Real-time hardware; Realtime simulation (RTS); Inverter-based-resource; Inverter-Based-Resource(IBR); #methodology
2024,"Zhan, H.; Jiang, C.; Lin, Z.",A Novel Graph Reinforcement Learning-Based Approach for Dynamic Reconfiguration of Active Distribution Networks with Integrated Renewable Energy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213282677&doi=10.3390%2Fen17246311&partnerID=40&md5=3d4ba8de80fcf6c4c60faf7ccbc1e009,2024,Publisher: Multidisciplinary Digital Publishing Institute (MDPI),#done; Convolutional networks; Graph convolutional network; Deep reinforcement learning; Heuristic algorithms; Reinforcement learnings; Reinforcement learning; Network theory (graphs); Stochastic systems; graph convolutional network; Active distributions; deep reinforcement learning; Dynamic re-configuration; Deep deterministic policy gradient; Deterministics; Policy gradient; active distribution network; Active distribution network; deep deterministic policy gradient; distribution network dynamic reconfiguration; Distribution network dynamic reconfiguration; Network dynamics; #optimization-control
2024,"Siva Ramkumar, M.S.; Gopan, G.; Arun, M.; Giri, J.; Alqawasmi, K.",Improving Reactive Power Management and Voltage Profiles in Hybrid Renewable Energy Grids using Heterogeneous Context-Aware Graph Convolutional Network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217402748&doi=10.1109%2FICACRS62842.2024.10841682&partnerID=40&md5=6b3da62cec76cc696815729078df0605,2024,"Journal Abbreviation: Int. Conf. Autom., Comput. Renew. Syst., ICACRS - Proc.",#done; Convolutional networks; Context-Aware; Voltage Stability; Hybrid power; Total harmonic distortions; Hybrid renewable energies; Voltage profile; Power loss reduction; Energy grids; Hybrid renewable energy grid; Hybrid Renewable Energy Grids; Power Loss Reduction; Power voltage; Reactive power management; Reactive Power Management; Total Harmonic Distortion; #optimization-control
2025,"Bosso, R.; Chang, C.; Zarif, M.; Tang, Y.",Explainable Graph Neural Networks for Power Grid Fault Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011614879&doi=10.1109%2FACCESS.2025.3591604&partnerID=40&md5=5130b92205bdd4923680d2bf963aa644,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Power grids; Graph neural networks; Graph neural network; Neural network model; Interpretability; power grids; Learning systems; Electric power transmission networks; graph neural network (GNN); Decision making; Learning algorithms; Fault detection; Location; Electric fault location; characterization score; Characterization score; Fault location detection; Fidelity; Location detection; model explainability and transparency; Model explainability and transparency; Transparency; #faults-reliability; #FRT-Paper
2024,"Li, Z.; Tian, J.; Liu, H.",A joint data and knowledge-driven method for power system disturbance localisation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210947701&doi=10.1049%2Fgtd2.13331&partnerID=40&md5=fe033d82f96c690310b6cb9d595e3aa2,2024,Publisher: John Wiley and Sons Inc,#done; Localization method; Power; Phasor measurement units; Phasors; Data-driven methods; Electric power system stability; Performance; data mining; Learning (artificial intelligence); Disturbance localization; dynamics; Knowledge driven methods; learning (artificial intelligence); Power system disturbances; stability and control; Stability and control; #faults-reliability
2025,"Le, C.; McDonald, K.; Qu, Z.",Predicting Extreme Weather-Induced Outages in Distribution Networks Using Graph-Based Neural Network Models,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011278388&doi=10.1109%2FCAI64502.2025.00282&partnerID=40&md5=f536cbe70b776682777d2a6b7d338f75,2025,"Journal Abbreviation: Proc. - IEEE Conf. Artif. Intell., CAI",#done; Graph neural networks; Neural-networks; Data-driven model; Graph theory; Graphic methods; Electric power transmission networks; Outages; Weather forecasting; Resilience; Climate change; Probability distributions; artificial intelligence; Graph model; distribution networks; Physical features; resilience; neural networks; Extreme weather; Extreme weather conditions; Probabilistic models; data-driven modeling; extreme weather conditions; Open systems; outage probability; Outage probability; physical features; probabilistic modeling; Weather feature; weather features; weather impact; Weather impact; Weather information services; #faults-reliability
2024,"Song, W.; Yan, J.; Han, S.; Liu, S.; Wang, H.; Dai, Q.; Huo, X.; Liu, Y.",A multi-task spatio-temporal fusion network for offshore wind power ramp events forecasting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207924212&doi=10.1016%2Fj.renene.2024.121774&partnerID=40&md5=e6b997d6ab4135f62d3e76a6aac8840c,2024,7 citations (Semantic Scholar/DOI) [2025-11-26] Publisher: Elsevier Ltd,#done; Power; Convolutional neural network; spatiotemporal analysis; wind farm; Wind farm; Wind forecasting; wind power; machine learning; artificial neural network; China; Spatio-temporal fusions; Multi tasks; forecasting method; Off-shore wind power; Offshore wind farms; Ramp events; Wind power ramp event; extraction method; offshore application; Offshore wind power; Offshore winds; Spatiotemporal convolutional neural network; Wind power ramp events; #forecasting
2024,"Ren, B.; Zhao, P.; Jing, S.; Zhang, Z.; Liu, Y.; Wang, Z.",Distributed Network Carbon Emission Forecasting Based on Adaptive Graph Convolutional Recurrent Neural Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216655510&doi=10.1109%2FPSET62496.2024.10808758&partnerID=40&md5=95dc5577209a8536eec924e70a865b39,2024,"Journal Abbreviation: Int. Conf. Power Syst. Electr. Technol., PSET",#done; Neural-networks; Distributed networks; Carbon emissions; Forecasting methods; Recurrent networks; Carbon carbons; Carbon peaks; Carbon emission prediction; Emissions prediction; Low emission; Graph convolutional recurrent network; Graph Convolutional Recurrent Network; #forecasting
2024,"Jiang, C.; Liu, C.; Yuan, Y.; Lin, J.; Shao, Z.; Guo, C.; Lin, Z.",Emergency voltage control strategy for power system transient stability enhancement based on edge graph convolutional network reinforcement learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204739785&doi=10.1016%2Fj.segan.2024.101527&partnerID=40&md5=5f525aa4c82d212127d2cb1fc103263b,2024,Publisher: Elsevier Ltd,#done; Convolutional networks; Power; Deep reinforcement learning; Reinforcement learnings; Emergency control; Stability enhancement; Transient stability; Edge graph convolutional network; Emergency voltage controls; Power systems transient stabilities; Uncertainty factors; Voltage control strategies; #faults-reliability
2025,"Wang, N.; Wang, Y.; Chen, J.; Chi, Z.; Zhang, M.",Research on Feature Extraction of Electricity Demand based on Knowledge Graph and Diversified Data of Power Grid,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010632694&doi=10.1109%2FACPEE64358.2025.11040428&partnerID=40&md5=1b9f7fb06d13e75ff48e0ca005485712,2025,"Journal Abbreviation: Proc. - Asia Conf. Power Electr. Eng., ACPEE",#done; Power grids; Graph neural networks; Features extraction; Smart grid; Demand response; Graph theory; Smart power grids; Electric power transmission networks; Electric power utilization; Knowledge management; Behavioral research; Knowledge graphs; Knowledge graph; Electric fault currents; Grid management; Electricity demands; Grid operation; Sustainable development; Demand features; Diversified data; Diversified Data; Dynamic updating; Dynamic Updating; Electricity Demand; Grid Management; Knowledge Graph; #forecasting
2024,"Kaushal, R.K.; Shashibhushan, G.; Hemantha, C.; Chellaiah, P.; Bordoloi, D.; Natrayan, L.",Flexible and Secure EV Charging System Using Blockchain Technology with Namib Beetle Optimization and Continual Spatio-Temporal Graph Convolutional Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214811346&doi=10.1109%2FICSES63445.2024.10763381&partnerID=40&md5=8c99e4f81b17bb843eca3ffab3cc3af4,2024,"Journal Abbreviation: Int. Conf. Sustain. Expert Syst., ICSES - Proc.",#done; Convolutional networks; Network theory (graphs); Spatio-temporal graphs; Block-chain; Charging stations; Electric Vehicles; Optimization algorithms; Particle swarm optimization (PSO); Blockchain technology; Blockchain Technology; Charging systems; Continual spatio-temporal graph convolutional network; Continual Spatio-Temporal Graph Convolutional Networks; Energy demand prediction; Energy Demand Prediction; Namib beetle optimization algorithm; Namib Beetle Optimization Algorithm; Positive ions; Smart charging; Smart charging system; Smart Charging Systems; #optimization-control
2025,"Nand, K.; Zhang, Z.; Hu, J.",A Comprehensive Survey on the Usage of Machine Learning to Detect False Data Injection Attacks in Smart Grids,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010358006&doi=10.1109%2FOJCS.2025.3585248&partnerID=40&md5=a01d832c514706763fe52966d3205ebf,2025,Publisher: Institute of Electrical and Electronics Engineers Inc.,#done; Graph neural networks; Smart grid; False data injection attacks; Learning systems; machine learning; Machine-learning; Smart power grids; smart grids; Machine learning; Electric power transmission networks; Learning algorithms; Detection methods; False data injection attack; taxonomy; Machine learning techniques; AC systems; DC system; detection methods; False data injection attacks (FDIA); Performance metrices; Privacy-preserving techniques; Systems performance; Taxonomies; #survey
2025,"Cong, J.; Huang, H.; Ma, M.; Wang, L.; Liu, H.",Voltage Sag Localization Method Based on Message Passing Graph Neural Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010230533&doi=10.1109%2FSGAI64825.2025.11009366&partnerID=40&md5=555f13562d60931b64a93de521a929ce,2025,"Journal Abbreviation: Int. Conf. Smart Grid Artif. Intell., SGAI",#done; Power grids; Signal processing; Graph neural networks; Localization method; Network topology; Graph algorithms; Localisation; Electric power transmission networks; Optimization; Message-passing; Message passing graph neural network; Evolutionary algorithms; Voltage sags; Differential Evolution; Message Passing Graph Neural Networks; voltage sag localization; Voltage sag localization; #faults-reliability
2024,"Gomathi, S.; Kannan, E.; Carmel Mary Belinda, M.J.; Giri, J.; Nagaraju, V.; Aravind Kumar, J.; Praveenkumar, T.R.",Solar energy prediction with synergistic adversarial energy forecasting system (Solar-SAFS): Harnessing advanced hybrid techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206100468&doi=10.1016%2Fj.csite.2024.105197&partnerID=40&md5=30d22e06d63a71489dc73d0c8acfa620,2024,Publisher: Elsevier Ltd,#done; Deep learning; Prediction models; Solar energy; Artificial intelligence; Energy; Energy forecasting; Time series prediction; Energy prediction; And time series prediction; Artificial intelligence (AI); Forecasting system; Metrological data; Renewable sources; #forecasting
2024,"Gori, L.; Verosimile, A.; Damiani, A.; Santambrogio, M.D.; Soldan, F.; Bionda, E.; Tornelli, C.",Fast Voltage Estimation on MV Distribution Networks Through a Machine Learning Hybrid,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213816201&doi=10.1109%2FRTSI61910.2024.10761306&partnerID=40&md5=db9162d26be83d23fa7054761424e160,2024,"0 citations (Semantic Scholar/DOI) [2025-11-26] Journal Abbreviation: IEEE Int. Forum Res. Technol. Soc. Ind. Innov., RTSI - Proceeding",#done; Power Flow; Power distribution networks; Smart grid; Power flows; Cybe-physical systems; Cyber-physical systems; Machine-learning; Smart power grids; Ensemble learning; Energy networks; Voltage estimation; Graph machine; Graph machine learning; Decision trees; Cyber-Physical Systems; Ensemble Learning; Graph Machine Learning; #grid-analysis
2025,"Xia, W.; Zhou, L.; Wu, C.; Zeng, X.",A Method for Node Importance Evaluation in Power Systems Based on Graph Neural Networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010215816&doi=10.1109%2FSGAI64825.2025.11009963&partnerID=40&md5=b5c2cfd7d283c73f52b80111a4550b7a,2025,"0 citations (Semantic Scholar/DOI) [2025-11-26] Journal Abbreviation: Int. Conf. Smart Grid Artif. Intell., SGAI",#done; Graph neural networks; Graph Neural Networks; Network topology; Power; Grid components; Smart power grids; Electric power transmission networks; Electric power system stability; Labeled data; Network-based approach; Self-supervised learning; Grid stability; Efficient resource allocation; Node importance; Node importance evaluation; Node Importance Evaluation; Power System Monitoring; Power systems monitoring; Self-supervised Learning; Topological metrics; #grid-analysis
2025,"Chen, Q.; Liu, S.; Li, S.; Ma, S.; Liu, Z.; Lin, J.",A real-time single-phase ground fault localization method based on improved attention mechanism graph neural network for multi-source data fusion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010213967&doi=10.1109%2FSGAI64825.2025.11009507&partnerID=40&md5=ad8d412487aab77c4995471693893b9d,2025,"Journal Abbreviation: Int. Conf. Smart Grid Artif. Intell., SGAI",#done; Graph neural networks; Attention mechanisms; Electric power transmission networks; Real time systems; Source data; Multi-Sources; Power systems security; power system security; Electric power system security; Real time monitoring; Multi-source data fusion; AM-GNN; AM-graph neural network; multi-source data fusion; real-time monitoring; Single phase ground fault; Single-phase ground fault location; #faults-reliability
2025,"Zhang, J.; Qin, Y.; Guo, F.; Zhao, Y.; Zheng, Z.; Wang, X.; Liu, Y.",Intelligent Enhancement of Distribution Networks Based on Swarm Intelligence Control in Complex Power Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010206142&doi=10.1109%2FSGAI64825.2025.11009554&partnerID=40&md5=a3eda2a089c2f7d256f0d3f349adc4e5,2025,"Journal Abbreviation: Int. Conf. Smart Grid Artif. Intell., SGAI",#done; Network topology; Network-based; Power distribution networks; Power; Electric power distribution; Smart power grids; Neural networks; Complex networks; Large scale systems; Multi-modal; Complex power; Swarm intelligence; Grid computing; Intelligent control; Intelligence control; Knowledge-enhanced; Knowledge-Enhanced; Multimodal; Operations maintenance; Operations scheduling; Power productio n operation; Power Productio n Operations; Safety stability; #optimization-control
2025,"Huiyi, C.; Shiwei, J.; Yuechen, W.; Yuwei, D.; Zihan, X.",Root Cause Analysis Model of Abnormal Line Loss in Substations Based on Multi-source Data Fusion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013072827&doi=10.1109%2FICETCI64844.2025.11084087&partnerID=40&md5=cd0dd17c300ef5f1f74b9712b2b18ff7,2025,"Journal Abbreviation: IEEE Int. Conf. Electron. Technol., Commun. Inf., ICETCI",#done; Graph neural networks; graph neural network; Power; Graph algorithms; anomaly detection; Anomaly detection; Power system; Learning systems; machine learning; Machine-learning; Electric substations; Neural networks; power system; Extraction; Source data; Meteorology; Bayesian networks; Multi-Sources; Data fusion; Multi-source data fusion; Line loss; root cause analysis; Root cause analysis; substation line loss; Substation line loss; #grid-analysis
